# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul  5 11:28:47 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr not null
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and st_massstr not null
# CONSTRAINT:  and st_radstr not null
# CONSTRAINT:  and st_glon not null
# CONSTRAINT:  and st_glat not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_rvamperr1:   Radial Velocity Amplitude Upper Unc. [m/s]
# COLUMN pl_rvamperr2:   Radial Velocity Amplitude Lower Unc. [m/s]
# COLUMN pl_rvamplim:    Radial Velocity Amplitude Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_mnum:        Number of Moons in System
# COLUMN st_glon:        Galactic Longitude [deg]
# COLUMN st_glat:        Galactic Latitude [deg]
# COLUMN st_radv:        Radial Velocity [km/s]
# COLUMN st_radverr1:    Radial Velocity Upper Unc. [km/s]
# COLUMN st_radverr2:    Radial Velocity Lower Unc. [km/s]
# COLUMN st_radvlim:     Radial Velocity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_facility,pl_mnum,st_glon,st_glat,st_radv,st_radverr1,st_radverr2,st_radvlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
K2-153,b,K2-153 b,Transit,1,7.51574000,0.00205000,-0.00240000,0,0.061400,0.000400,-0.000400,0,,,,,,,,,,,,,0,143.60,0.90,-0.90,0,143.71,0.91,-0.91,0,3845.00,37.00,-37.00,0,0.55,0.01,-0.01,0,0.53,0.01,-0.01,0,2018-07-12,,,,,497,6,-6,0,,,,,2.000,0.210,-0.180,0,,,,,K2,0,282.350352,63.436827,,,,,4.73,0.01,-0.01,0,,,,
K2-154,b,K2-154 b,Transit,2,3.67626000,0.00030000,-0.00031000,0,0.040500,0.000300,-0.000300,0,,,,,,,,,,,,,0,129.80,0.40,-0.40,0,129.84,0.45,-0.45,0,4097.00,40.00,-45.00,0,0.65,0.02,-0.01,0,0.63,0.01,-0.01,0,2018-07-12,,,,,715,9,-8,0,,,,,1.990,0.210,-0.110,0,,,,,K2,0,295.213639,59.970805,14.30,2.76,-2.76,0,4.65,0.01,-0.01,0,,,,
K2-154,c,K2-154 c,Transit,2,7.95486000,0.00084000,-0.00085000,0,0.067700,0.000500,-0.000500,0,,,,,,,,,,,,,0,129.80,0.40,-0.40,0,129.84,0.45,-0.45,0,4097.00,40.00,-45.00,0,0.65,0.02,-0.01,0,0.63,0.01,-0.01,0,2018-07-12,,,,,552,7,-7,0,,,,,2.070,0.180,-0.130,0,,,,,K2,0,295.213639,59.970805,14.30,2.76,-2.76,0,4.65,0.01,-0.01,0,,,,
K2-155,b,K2-155 b,Transit,3,6.34200000,0.00200000,-0.00200000,0,0.056200,0.001300,-0.001400,0,,,,,88.300,1.200,-1.900,0,,,,,0,82.00,29.00,-12.00,0,72.95,0.28,-0.28,0,4258.00,150.00,-150.00,0,0.65,0.06,-0.03,0,0.58,0.06,-0.03,0,2018-04-26,,,,,708,38,-31,0,,,,,1.800,0.200,-0.100,0,0.1004000,0.0050000,-0.0048000,0,K2,0,174.748575,-19.712913,19.10,0.50,-0.50,0,4.60,0.30,-0.30,0,,,,
K2-155,c,K2-155 c,Transit,3,13.85000000,0.00600000,-0.00600000,0,0.094600,0.003100,-0.003000,0,,,,,88.960,0.710,-0.880,0,,,,,0,82.00,29.00,-12.00,0,72.95,0.28,-0.28,0,4258.00,150.00,-150.00,0,0.65,0.06,-0.03,0,0.58,0.06,-0.03,0,2018-04-26,,,,,583,52,-35,0,,,,,2.600,0.700,-0.200,0,0.1470000,0.0130000,-0.0260000,0,K2,0,174.748575,-19.712913,19.10,0.50,-0.50,0,4.60,0.30,-0.30,0,,,,
K2-155,d,K2-155 d,Transit,3,40.71800000,0.00500000,-0.00500000,0,0.193700,0.006400,-0.005900,0,,,,,89.610,0.270,-0.480,0,,,,,0,82.00,29.00,-12.00,0,72.95,0.28,-0.28,0,4258.00,150.00,-150.00,0,0.65,0.06,-0.03,0,0.58,0.06,-0.03,0,2018-04-26,,,,,381,47,-25,0,,,,,1.900,0.700,-0.200,0,0.1860000,0.0097000,-0.0018000,0,K2,0,174.748575,-19.712913,19.10,0.50,-0.50,0,4.60,0.30,-0.30,0,,,,
K2-156,b,K2-156 b,Transit,1,0.81314000,0.00007000,-0.00008000,0,0.014900,0.000100,-0.000100,0,,,,,,,,,,,,,0,150.40,1.00,-1.00,0,150.85,1.08,-1.08,0,4597.00,50.00,-50.00,0,0.66,0.02,-0.01,0,0.66,0.01,-0.01,0,2018-07-12,,,,,1347,18,-19,0,,,,,1.150,0.100,-0.070,0,,,,,K2,0,285.059464,55.161168,-6.79,0.75,-0.75,0,4.62,0.02,-0.01,0,,,,
K2-158,b,K2-158 b,Transit,2,10.06049000,0.00134000,-0.00148000,0,0.088700,0.000800,-0.000800,0,,,,,,,,,,,,,0,198.20,2.10,-2.10,0,198.40,2.05,-2.05,0,5503.00,51.00,-48.00,0,0.92,0.03,-0.02,0,0.95,0.02,-0.02,0,2018-07-12,,,,,794,11,-11,0,,,,,2.640,0.160,-0.100,0,,,,,K2,0,280.198475,54.852860,-36.00,0.78,-0.78,0,4.45,0.02,-0.02,0,,,,
K2-158,c,K2-158 c,Transit,2,5.90279000,0.00191000,-0.00233000,0,0.062200,0.000600,-0.000600,0,,,,,,,,,,,,,0,198.20,2.10,-2.10,0,198.40,2.05,-2.05,0,5503.00,51.00,-48.00,0,0.92,0.03,-0.02,0,0.95,0.02,-0.02,0,2018-07-12,,,,,948,13,-13,0,,,,,1.280,0.130,-0.100,0,,,,,K2,0,280.198475,54.852860,-36.00,0.78,-0.78,0,4.45,0.02,-0.02,0,,,,
K2-159,b,K2-159 b,Transit,1,12.42205000,0.00180000,-0.00182000,0,0.101300,0.000800,-0.000900,0,,,,,,,,,,,,,0,171.90,1.40,-1.30,0,171.83,1.42,-1.42,0,5425.00,44.00,-44.00,0,0.90,0.02,-0.03,0,0.83,0.01,-0.01,0,2018-07-12,,,,,684,8,-8,0,,,,,2.260,0.170,-0.110,0,,,,,K2,0,279.872885,57.068554,16.42,0.49,-0.49,0,4.56,0.01,-0.02,0,,,,
K2-162,b,K2-162 b,Transit,1,9.45889000,0.00104000,-0.00107000,0,0.079500,0.000600,-0.000600,0,,,,,,,,,,,,,0,125.10,0.60,-0.60,0,124.88,0.61,-0.61,0,4842.00,49.00,-45.00,0,0.75,0.02,-0.02,0,0.69,0.01,-0.01,0,2018-07-12,,,,,631,8,-8,0,,,,,1.440,0.110,-0.070,0,,,,,K2,0,288.751297,61.006991,-30.70,0.56,-0.56,0,4.63,0.01,-0.01,0,,,,
K2-17,b,K2-17 b,Transit,1,17.96753000,0.00152000,-0.00152000,0,0.119000,0.002000,-0.002000,0,,,,,,,,,,,,,0,125.56,0.66,-0.66,0,125.56,0.66,-0.66,0,4320.00,56.00,-47.00,0,0.71,0.02,-0.05,0,0.66,0.02,-0.03,0,2015-07-16,,,,,487,10,-10,0,,,,,2.230,0.200,-0.200,0,,,,,K2,0,266.619567,65.102113,-10.67,3.42,-3.42,0,,,,,,,,
K2-174,b,K2-174 b,Transit,1,19.56230700,0.00007800,-0.00007600,0,0.126000,0.001000,-0.001000,0,,,,,89.950,0.040,-0.050,0,,,,,0,100.10,1.00,-1.00,0,100.22,0.36,-0.36,0,4455.00,31.00,-29.00,0,0.70,0.03,-0.02,0,0.68,0.01,-0.01,0,2019-01-31,,,,,455,5,-5,0,,,,,2.600,0.100,-0.100,0,0.2420000,0.0020000,-0.0020000,0,K2,0,175.581885,-26.349014,-0.67,0.46,-0.46,0,4.62,0.02,-0.02,0,,,,
K2-18,b,K2-18 b,Transit,2,32.93962300,0.00009500,-0.00010000,0,0.142900,0.006000,-0.006500,0,0.200000,0.080000,-0.080000,0,,,,,4.11000,1.72000,-1.18000,0,0,38.07,0.08,-0.08,0,38.07,0.08,-0.08,0,3457.00,39.00,-39.00,0,0.36,0.05,-0.05,0,0.41,0.04,-0.04,0,2019-03-21,3.550,0.570,-0.580,0,284,15,-15,0,8.92000,1.70000,-1.60000,0,2.370,0.220,-0.220,0,,,,,K2,0,254.632404,62.575726,0.65,0.00,0.00,0,,,,,,,,
K2-18,c,K2-18 c,Radial Velocity,2,8.96200000,0.00800000,-0.00800000,0,0.060000,0.003000,-0.003000,0,0.470000,,,1,,,,,,,,,0,38.07,0.08,-0.08,0,38.07,0.08,-0.08,0,3457.00,39.00,-39.00,0,0.36,0.05,-0.05,0,0.41,0.04,-0.04,0,2017-12-21,4.630,0.720,-0.720,0,363,14,-14,0,,,,,,,,,,,,,La Silla Observatory,0,254.632404,62.575726,0.65,0.00,0.00,0,,,,,,,,
K2-180,b,K2-180 b,Transit,1,8.86720900,0.00106800,-0.00101600,0,0.075300,0.001000,-0.001000,0,,,,,,,,,,,,,0,204.51,1.70,-1.70,0,205.09,1.73,-1.73,0,5358.00,65.00,-65.00,0,0.72,0.03,-0.03,0,0.72,0.01,-0.01,0,2018-10-26,,,,,731,11,-11,0,,,,,2.310,0.160,-0.160,0,,,,,K2,0,214.288421,25.581975,,,,,4.58,0.03,-0.03,0,,,,
K2-181,b,K2-181 b,Transit,1,6.89425600,0.00070400,-0.00072200,0,0.070600,0.001000,-0.001000,0,,,,,,,,,,,,,0,364.82,5.36,-5.36,0,364.64,5.34,-5.34,0,5608.00,91.00,-91.00,0,0.99,0.04,-0.04,0,1.07,0.02,-0.02,0,2018-10-26,,,,,962,20,-20,0,,,,,2.840,0.200,-0.200,0,,,,,K2,0,214.126890,26.833869,-60.38,1.50,-1.50,0,4.38,0.03,-0.03,0,,,,
K2-182,b,K2-182 b,Transit,1,4.73683700,0.00007900,-0.00008100,0,0.052900,0.000300,-0.000300,0,,,,,,,,,,,,,0,155.90,1.19,-1.19,0,155.51,1.25,-1.25,0,5165.00,50.00,-50.00,0,0.88,0.02,-0.02,0,0.80,0.01,-0.01,0,2018-10-26,,,,,885,10,-10,0,,,,,2.760,0.070,-0.070,0,,,,,K2,0,215.288579,29.200826,22.98,0.39,-0.39,0,4.58,0.01,-0.01,0,,,,
K2-183,c,K2-183 c,Transit,3,10.79263500,0.00117500,-0.00105400,0,0.093200,0.001200,-0.001200,0,,,,,,,,,,,,,0,331.77,4.15,-4.15,0,332.14,4.29,-4.29,0,5519.00,88.00,-88.00,0,0.93,0.04,-0.04,0,0.97,0.02,-0.02,0,2018-10-26,,,,,787,15,-15,0,,,,,2.870,0.210,-0.210,0,,,,,K2,0,209.822457,25.848371,92.34,1.25,-1.25,0,4.43,0.03,-0.03,0,,,,
K2-183,d,K2-183 d,Transit,3,22.63196400,0.00437100,-0.00309400,0,0.152700,0.002000,-0.002000,0,,,,,,,,,,,,,0,331.77,4.15,-4.15,0,332.14,4.29,-4.29,0,5519.00,88.00,-88.00,0,0.93,0.04,-0.04,0,0.97,0.02,-0.02,0,2018-10-26,,,,,615,12,-12,0,,,,,2.860,0.270,-0.270,0,,,,,K2,0,209.822457,25.848371,92.34,1.25,-1.25,0,4.43,0.03,-0.03,0,,,,
K2-184,b,K2-184 b,Transit,1,16.99573100,0.00128800,-0.00129000,0,0.122900,0.000900,-0.000900,0,,,,,,,,,,,,,0,75.79,0.33,-0.33,0,75.75,0.33,-0.33,0,5220.00,66.00,-66.00,0,0.86,0.02,-0.02,0,0.78,0.01,-0.01,0,2018-10-26,,,,,580,8,-8,0,,,,,1.550,0.090,-0.090,0,,,,,K2,0,211.166270,29.699364,-33.64,0.56,-0.56,0,4.59,0.01,-0.01,0,,,,
K2-187,b,K2-187 b,Transit,4,0.77392000,0.00009500,-0.00009200,0,0.016400,0.000200,-0.000200,0,,,,,,,,,,,,,0,333.51,5.51,-5.51,0,334.01,5.69,-5.69,0,5484.00,81.00,-81.00,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,2018-10-26,,,,,1815,35,-35,0,,,,,1.300,0.130,-0.130,0,,,,,K2,0,202.777144,35.764166,,,,,4.50,0.03,-0.03,0,,,,
K2-187,c,K2-187 c,Transit,4,2.87204200,0.00042400,-0.00042000,0,0.039200,0.000500,-0.000500,0,,,,,,,,,,,,,0,333.51,5.51,-5.51,0,334.01,5.69,-5.69,0,5484.00,81.00,-81.00,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,2018-10-26,,,,,1173,22,-22,0,,,,,1.800,0.140,-0.140,0,,,,,K2,0,202.777144,35.764166,,,,,4.50,0.03,-0.03,0,,,,
K2-187,d,K2-187 d,Transit,4,7.14921000,0.00077600,-0.00078800,0,0.072000,0.000900,-0.000900,0,,,,,,,,,,,,,0,333.51,5.51,-5.51,0,334.01,5.69,-5.69,0,5484.00,81.00,-81.00,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,2018-10-26,,,,,865,17,-16,0,,,,,3.170,0.180,-0.180,0,,,,,K2,0,202.777144,35.764166,,,,,4.50,0.03,-0.03,0,,,,
K2-187,e,K2-187 e,Transit,4,13.60987800,0.00347800,-0.00278600,0,0.110600,0.001300,-0.001300,0,,,,,,,,,,,,,0,333.51,5.51,-5.51,0,334.01,5.69,-5.69,0,5484.00,81.00,-81.00,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,2018-10-26,,,,,698,13,-13,0,,,,,2.380,0.180,-0.180,0,,,,,K2,0,202.777144,35.764166,,,,,4.50,0.03,-0.03,0,,,,
K2-188,b,K2-188 b,Transit,2,1.74216900,0.00045700,-0.00036500,0,0.028900,0.000300,-0.000300,0,,,,,,,,,,,,,0,452.90,8.43,-8.43,0,452.54,8.70,-8.70,0,5977.00,87.00,-87.00,0,1.06,0.03,-0.03,0,1.19,0.03,-0.03,0,2018-10-26,,,,,1692,33,-32,0,,,,,1.350,0.110,-0.110,0,,,,,K2,0,201.659918,33.444912,-34.21,1.37,-1.37,0,4.31,0.03,-0.03,0,,,,
K2-188,c,K2-188 c,Transit,2,7.81025300,0.00084600,-0.00084400,0,0.078500,0.000800,-0.000800,0,,,,,,,,,,,,,0,452.90,8.43,-8.43,0,452.54,8.70,-8.70,0,5977.00,87.00,-87.00,0,1.06,0.03,-0.03,0,1.19,0.03,-0.03,0,2018-10-26,,,,,1026,20,-20,0,,,,,2.830,0.150,-0.150,0,,,,,K2,0,201.659918,33.444912,-34.21,1.37,-1.37,0,4.31,0.03,-0.03,0,,,,
K2-189,b,K2-189 b,Transit,2,2.58830900,0.00022100,-0.00020700,0,0.036100,0.000400,-0.000400,0,,,,,,,,,,,,,0,243.93,1.90,-1.90,0,243.80,1.94,-1.94,0,5519.00,67.00,-67.00,0,0.94,0.03,-0.03,0,0.87,0.01,-0.01,0,2018-10-26,,,,,1197,18,-18,0,,,,,1.520,0.090,-0.090,0,,,,,K2,0,318.136661,46.560630,15.96,1.28,-1.28,0,4.53,0.02,-0.02,0,,,,
K2-189,c,K2-189 c,Transit,2,6.67919500,0.00038300,-0.00039000,0,0.068000,0.000700,-0.000700,0,,,,,,,,,,,,,0,243.93,1.90,-1.90,0,243.80,1.94,-1.94,0,5519.00,67.00,-67.00,0,0.94,0.03,-0.03,0,0.87,0.01,-0.01,0,2018-10-26,,,,,872,13,-13,0,,,,,2.500,0.120,-0.120,0,,,,,K2,0,318.136661,46.560630,15.96,1.28,-1.28,0,4.53,0.02,-0.02,0,,,,
K2-19,b,K2-19 b,Transit,3,7.91940000,0.00005000,-0.00005000,0,0.074000,0.001200,-0.001200,0,,,,,89.470,0.410,-0.410,0,,,,,1,292.14,5.62,-5.62,0,292.14,5.62,-5.62,0,5430.00,60.00,-60.00,0,0.93,0.05,-0.05,0,0.86,0.04,-0.04,0,2016-07-07,,,,,854,24,-24,0,,,,,7.740,0.390,-0.390,0,0.1459167,0.0026250,-0.0026250,0,K2,0,267.029422,58.393572,7.23,0.01,-0.01,0,4.63,0.10,-0.10,0,,,,
K2-19,c,K2-19 c,Transit,3,11.90715000,0.00150000,-0.00150000,0,0.097100,0.001600,-0.001600,0,,,,,87.990,1.420,-1.990,0,,,,,1,292.14,5.62,-5.62,0,292.14,5.62,-5.62,0,5430.00,60.00,-60.00,0,0.93,0.05,-0.05,0,0.86,0.04,-0.04,0,2016-07-07,,,,,745,21,-21,0,,,,,4.860,0.620,-0.440,0,0.1821250,0.0391250,-0.0165000,0,K2,0,267.029422,58.393572,7.23,0.01,-0.01,0,4.63,0.10,-0.10,0,,,,
K2-19,d,K2-19 d,Transit,3,2.50856000,0.00041000,-0.00041000,0,0.034400,0.000600,-0.000600,0,,,,,85.830,2.970,-4.740,0,,,,,1,292.14,5.62,-5.62,0,292.14,5.62,-5.62,0,5430.00,60.00,-60.00,0,0.93,0.05,-0.05,0,0.86,0.04,-0.04,0,2016-07-07,,,,,1252,36,-36,0,,,,,1.140,0.130,-0.130,0,0.0904167,0.0136667,-0.0136667,0,K2,0,267.029422,58.393572,7.23,0.01,-0.01,0,4.63,0.10,-0.10,0,,,,
K2-192,b,K2-192 b,Transit,1,4.16281700,0.00043200,-0.00044700,0,0.049000,0.000300,-0.000300,0,,,,,,,,,,,,,0,223.99,1.80,-1.80,0,223.16,1.81,-1.81,0,5222.00,48.00,-48.00,0,0.90,0.01,-0.01,0,0.81,0.01,-0.01,0,2018-10-26,,,,,939,10,-10,0,,,,,1.520,0.130,-0.130,0,,,,,K2,0,323.718177,49.087432,0.95,1.55,-1.55,0,4.57,0.01,-0.01,0,,,,
K2-193,b,K2-193 b,Transit,1,14.78688900,0.00080300,-0.00081000,0,0.118400,0.002000,-0.002100,0,,,,,,,,,,,,,0,416.91,3.58,-3.58,0,416.86,3.67,-3.67,0,5817.00,173.00,-173.00,0,1.01,0.05,-0.05,0,0.98,0.02,-0.02,0,2018-10-26,,,,,739,24,-24,0,,,,,3.950,0.120,-0.120,0,,,,,K2,0,322.045722,50.016072,,,,,4.46,0.03,-0.03,0,,,,
K2-195,b,K2-195 b,Transit,2,15.85297500,0.00120100,-0.00116800,0,0.120800,0.001600,-0.001700,0,,,,,,,,,,,,,0,317.83,4.15,-4.15,0,317.84,4.19,-4.19,0,5713.00,87.00,-87.00,0,0.94,0.04,-0.04,0,0.99,0.02,-0.02,0,2018-10-26,,,,,720,14,-14,0,,,,,3.130,0.120,-0.120,0,,,,,K2,0,314.639121,53.727156,-14.45,1.23,-1.23,0,4.42,0.03,-0.03,0,,,,
K2-197,b,K2-197 b,Transit,1,8.35788100,0.00071000,-0.00068600,0,0.080600,0.000600,-0.000700,0,,,,,,,,,,,,,0,249.59,2.37,-2.37,0,249.39,2.39,-2.39,0,5667.00,58.00,-58.00,0,1.00,0.02,-0.02,0,0.93,0.01,-0.01,0,2018-10-26,,,,,848,11,-11,0,,,,,2.560,0.160,-0.160,0,,,,,K2,0,319.274675,54.283188,-7.88,0.67,-0.67,0,4.50,0.02,-0.02,0,,,,
K2-199,b,K2-199 b,Transit,2,3.22533800,0.00019500,-0.00019800,0,0.038500,0.000300,-0.000300,0,,,,,,,,,,,,,0,107.97,0.59,-0.59,0,107.85,0.60,-0.60,0,4648.00,52.00,-52.00,0,0.73,0.02,-0.02,0,0.68,0.01,-0.01,0,2018-10-26,,,,,861,11,-11,0,,,,,1.870,0.140,-0.140,0,,,,,K2,0,330.297551,53.291742,1.07,1.24,-1.24,0,4.64,0.01,-0.01,0,,,,
K2-199,c,K2-199 c,Transit,2,7.37469400,0.00030600,-0.00029100,0,0.066800,0.000500,-0.000500,0,,,,,,,,,,,,,0,107.97,0.59,-0.59,0,107.85,0.60,-0.60,0,4648.00,52.00,-52.00,0,0.73,0.02,-0.02,0,0.68,0.01,-0.01,0,2018-10-26,,,,,653,8,-8,0,,,,,2.780,0.140,-0.140,0,,,,,K2,0,330.297551,53.291742,1.07,1.24,-1.24,0,4.64,0.01,-0.01,0,,,,
K2-21,b,K2-21 b,Transit,2,9.32503800,0.00037900,-0.00040300,0,0.076000,0.002000,-0.003000,0,0.100000,0.148654,-0.084698,0,88.980,0.500,-0.310,0,,,,,0,83.85,0.26,-0.26,0,83.85,0.26,-0.26,0,4222.06,88.15,-84.41,0,0.68,0.07,-0.07,0,0.65,0.03,-0.03,0,2017-10-26,,,,,,,,,,,,,1.840,0.100,-0.100,0,,,,,K2,0,48.936385,-57.179057,4.80,1.61,-1.61,0,,,,,,,,
K2-21,c,K2-21 c,Transit,2,15.50192000,0.00091800,-0.00092800,0,0.107000,0.003000,-0.004000,0,0.210000,0.206770,-0.173719,0,88.850,0.400,-0.150,0,,,,,0,83.85,0.26,-0.26,0,83.85,0.26,-0.26,0,4222.06,88.15,-84.41,0,0.68,0.07,-0.07,0,0.65,0.03,-0.03,0,2017-10-26,,,,,,,,,,,,,2.490,0.170,-0.190,0,,,,,K2,0,48.936385,-57.179057,4.80,1.61,-1.61,0,,,,,,,,
K2-212,b,K2-212 b,Transit,1,9.79551000,0.00031600,-0.00031900,0,0.078500,0.000600,-0.000600,0,,,,,,,,,,,,,0,109.32,0.88,-0.88,0,109.55,0.92,-0.92,0,4272.00,38.00,-38.00,0,0.67,0.02,-0.02,0,0.65,0.01,-0.01,0,2018-10-26,,,,,542,6,-6,0,,,,,2.520,0.120,-0.120,0,,,,,K2,0,133.863700,-59.301605,-6.84,1.29,-1.29,0,4.64,0.01,-0.01,0,,,,
K2-214,b,K2-214 b,Transit,1,8.59680200,0.00100600,-0.00084700,0,0.083400,0.000900,-0.000900,0,,,,,,,,,,,,,0,303.28,4.02,-4.02,0,303.22,4.17,-4.17,0,5854.00,85.00,-85.00,0,1.05,0.03,-0.03,0,1.27,0.02,-0.02,0,2018-10-26,,,,,1006,18,-19,0,,,,,2.430,0.130,-0.130,0,,,,,K2,0,126.792248,-58.583466,-17.07,1.00,-1.00,0,4.25,0.02,-0.02,0,,,,
